model	E_kin	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	script	time	
2L_4b_gen	-0.96143851	4	1.4404133	-0.79949759	1.4404019	-0.79951617	1.65	1	0.42140961	0.42694141	0.42141789	0.42694157	0.999422	-0.96143851	nan	nan	nan	nan	nan	0.99905821	-0.67207288	nan	nan	nan	nan	-7.8093406	R0:N6:S0:1	0.99905821	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@14:56
2L_4b_gen	-0.96591924	4	1.4390375	-0.80416339	1.4388901	-0.80409457	1.65	1	0.42092298	0.42680412	0.42089667	0.42678958	0.99909871	-0.96591924	nan	nan	nan	nan	nan	0.99847523	-0.67571464	nan	nan	nan	nan	-7.8267612	R0:N6:S0:1	0.99847523	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@14:57
2L_4b_gen	-0.96407805	4	1.388242	-0.749115	1.3881734	-0.74913155	1.65	1	0.41294531	0.41890327	0.41293711	0.41890259	1.0005651	-0.96407805	nan	nan	nan	nan	nan	0.99992077	-0.67373325	nan	nan	nan	nan	-7.5983072	R0:N6:S0:1	0.99992077	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@14:58
2L_4b_gen	-0.96399065	4	1.4379565	-0.79196126	1.4380164	-0.7919845	1.65	1	0.42043755	0.42651314	0.42045703	0.42651662	0.9995719	-0.96399065	nan	nan	nan	nan	nan	0.99909285	-0.67448906	nan	nan	nan	nan	-7.7785313	R0:N6:S0:1	0.99909285	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@14:59
2L_4b_gen	-0.96759653	4	1.4496223	-0.7991554	1.4495363	-0.79911904	1.65	1	0.42154731	0.42675488	0.42153227	0.42674294	0.99965754	-0.96759653	nan	nan	nan	nan	nan	0.99934355	-0.67754258	nan	nan	nan	nan	-7.8069026	R0:N6:S0:1	0.99934355	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:00
2L_4b_gen	-0.9663031	4	1.4138283	-0.77764706	1.4138033	-0.77763707	1.65	1	0.41721817	0.42390505	0.41721708	0.42390237	0.99930811	-0.9663031	nan	nan	nan	nan	nan	0.99864057	-0.6760791	nan	nan	nan	nan	-7.7180345	R0:N6:S0:1	0.99864057	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:01
2L_4b_gen	-0.96642168	4	1.432489	-0.77882992	1.4324196	-0.77881584	1.65	1	0.41926402	0.42384288	0.41925429	0.4238379	0.99943546	-0.96642168	nan	nan	nan	nan	nan	0.99911557	-0.67668193	nan	nan	nan	nan	-7.7231938	R0:N6:S0:1	0.99911557	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:01
2L_4b_gen	-0.96592697	4	1.435774	-0.79395946	1.4357706	-0.79393898	1.65	1	0.42020706	0.42594918	0.42020369	0.42594033	0.99959614	-0.96592697	nan	nan	nan	nan	nan	0.99871246	-0.67590423	nan	nan	nan	nan	-7.7854343	R0:N6:S0:1	0.99871246	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:02
2L_4b_gen	-0.96612504	4	1.4186117	-0.75248308	1.4186282	-0.75249458	1.65	1	0.41593958	0.42000413	0.41594967	0.42000864	0.99862592	-0.96612504	nan	nan	nan	nan	nan	0.99916856	-0.67553162	nan	nan	nan	nan	-7.6132952	R0:N6:S0:1	0.99916856	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:03
2L_4b_gen	-0.9651074	4	1.3904414	-0.79059338	1.3903739	-0.79058959	1.65	1	0.41632918	0.42527619	0.41631705	0.42527466	0.99871517	-0.9651074	nan	nan	nan	nan	nan	0.99782435	-0.6746225	nan	nan	nan	nan	-7.7715018	R0:N6:S0:1	0.99782435	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:04
2L_4b_gen	-0.96479214	4	1.4363614	-0.80138035	1.436242	-0.80135097	1.65	1	0.42150616	0.42654795	0.42149198	0.42654114	0.99818515	-0.96479214	nan	nan	nan	nan	nan	0.99799005	-0.67451028	nan	nan	nan	nan	-7.8166551	R0:N6:S0:1	0.99799005	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:05
2L_4b_gen	-0.96290404	4	1.4127479	-0.79812096	1.4128218	-0.79815695	1.65	1	0.41914344	0.42589012	0.41915712	0.42589579	0.99983278	-0.96290404	nan	nan	nan	nan	nan	0.99882876	-0.67350084	nan	nan	nan	nan	-7.8028306	R0:N6:S0:1	0.99882876	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:06
2L_4b_gen	-0.96393797	4	1.436189	-0.80153411	1.4360853	-0.80150641	1.65	1	0.41953372	0.42666515	0.41951636	0.42665416	0.99950361	-0.96393797	nan	nan	nan	nan	nan	0.99891422	-0.67462257	nan	nan	nan	nan	-7.8146577	R0:N6:S0:1	0.99891422	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:07

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	script	time	
2L_4b_gen	1.7101076	-0.96393797	0.28579576	4	1.436189	-0.80153411	1.4360853	-0.80150641	1.65	1	0.41953372	0.42666515	0.41951636	0.42665416	0.99950361	-0.96393797	nan	nan	nan	nan	nan	0.99891422	-0.67462257	nan	nan	nan	nan	-7.8146577	R0:N6:S0:1	0.99891422	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:07

model	E_kin	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	script	time	
2L_4b_gen	-0.96173087	4	1.4432877	-0.79839042	1.4434192	-0.79842575	1.75	1	0.4208344	0.42674706	0.4208512	0.42675703	1.0009952	-0.96173087	nan	nan	nan	nan	nan	1.0038406	-0.67219719	nan	nan	nan	nan	-8.0042282	R0:N6:S0:1	1.0038406	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:08
2L_4b_gen	-0.96510227	4	1.3593899	-0.82913711	1.3593429	-0.82912947	1.75	1	0.41909598	0.42075548	0.41909266	0.42075441	0.99887144	-0.96510227	nan	nan	nan	nan	nan	0.99956203	-0.67539928	nan	nan	nan	nan	-8.1228375	R0:N6:S0:1	0.99956203	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:09
2L_4b_gen	-0.96366586	4	1.3970914	-0.90082328	1.3970503	-0.90080683	1.75	1	0.42862591	0.4295917	0.42862222	0.42958757	0.99861565	-0.96366586	nan	nan	nan	nan	nan	0.99883085	-0.67428022	nan	nan	nan	nan	-8.4205713	R0:N6:S0:1	0.99883085	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:09
2L_4b_gen	-0.9632541	4	1.3966283	-0.92106565	1.3965855	-0.92104132	1.75	1	0.42976515	0.43150451	0.42975055	0.43149585	0.99851556	-0.9632541	nan	nan	nan	nan	nan	0.99876524	-0.67355579	nan	nan	nan	nan	-8.5032179	R0:N6:S0:1	0.99876524	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:10
2L_4b_gen	-0.9640068	4	1.3676639	-0.92309216	1.3677969	-0.92314058	1.75	1	0.42729546	0.43125666	0.42731456	0.43127008	0.99773901	-0.9640068	nan	nan	nan	nan	nan	0.99765617	-0.67391701	nan	nan	nan	nan	-8.5109087	R0:N6:S0:1	0.99765617	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:11
2L_4b_gen	-0.96197262	4	1.3638929	-0.92498492	1.3639388	-0.92498685	1.75	1	0.42747816	0.43116497	0.42748219	0.43116254	0.99771382	-0.96197262	nan	nan	nan	nan	nan	0.99714362	-0.67228163	nan	nan	nan	nan	-8.5186463	R0:N6:S0:1	0.99714362	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:12
2L_4b_gen	-0.96477587	4	1.3971096	-0.9295706	1.3971303	-0.92959784	1.75	1	0.43083728	0.4320385	0.43084243	0.43204676	0.9986399	-0.96477587	nan	nan	nan	nan	nan	0.99832495	-0.67506393	nan	nan	nan	nan	-8.5382998	R0:N6:S0:1	0.99832495	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:13
2L_4b_gen	-0.96483548	4	1.3988365	-0.92592102	1.3989101	-0.92610096	1.75	1	0.43071656	0.43232113	0.43073542	0.43236051	0.99853971	-0.96483548	nan	nan	nan	nan	nan	0.99833088	-0.67507833	nan	nan	nan	nan	-8.5244535	R0:N6:S0:1	0.99833088	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:14
2L_4b_gen	-0.96920536	4	1.3967624	-0.91988849	1.3970104	-0.91999343	1.75	1	0.43016319	0.43143054	0.43020691	0.43145768	0.99258851	-0.96920536	nan	nan	nan	nan	nan	0.99388585	-0.67791272	nan	nan	nan	nan	-8.499262	R0:N6:S0:1	0.99388585	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:15
2L_4b_gen	-0.96382836	4	1.2920894	-0.87151446	1.292081	-0.87149463	1.75	1	0.42020788	0.42081447	0.42020638	0.42081237	0.99958176	-0.96382836	nan	nan	nan	nan	nan	0.99828734	-0.67292691	nan	nan	nan	nan	-8.2962575	R0:N6:S0:1	0.99828734	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:16
2L_4b_gen	-0.96423265	4	1.3803357	-0.92007202	1.3802539	-0.92002944	1.75	1	0.42880048	0.43138785	0.42877995	0.43138282	0.9977967	-0.96423265	nan	nan	nan	nan	nan	0.99792169	-0.67418945	nan	nan	nan	nan	-8.4996448	R0:N6:S0:1	0.99792169	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:16
2L_4b_gen	-0.96597009	4	1.3660228	-0.92599951	1.366103	-0.92597846	1.75	1	0.42766976	0.43124576	0.42767982	0.43124544	0.99884771	-0.96597009	nan	nan	nan	nan	nan	0.99757189	-0.67414123	nan	nan	nan	nan	-8.5227217	R0:N6:S0:1	0.99757189	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:17
2L_4b_gen	-0.96278619	4	1.3122499	-0.80247073	1.3121954	-0.80246643	1.75	1	0.41693779	0.41600938	0.41692888	0.41600699	1.0003094	-0.96278619	nan	nan	nan	nan	nan	1.0006866	-0.67143905	nan	nan	nan	nan	-8.0153077	R0:N6:S0:1	1.0006866	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:18
2L_4b_gen	-0.96566659	4	1.3584008	-0.89575029	1.3585091	-0.89575578	1.75	1	0.42484007	0.42914111	0.42485303	0.42914326	0.99970678	-0.96566659	nan	nan	nan	nan	nan	0.99937714	-0.67544885	nan	nan	nan	nan	-8.3996161	R0:N6:S0:1	0.99937714	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:19
2L_4b_gen	-0.96290849	4	1.3958375	-0.91783227	1.3958678	-0.91783808	1.75	1	0.42948022	0.4318454	0.42947742	0.43184511	0.99810085	-0.96290849	nan	nan	nan	nan	nan	0.99814343	-0.67356144	nan	nan	nan	nan	-8.4907561	R0:N6:S0:1	0.99814343	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:20
2L_4b_gen	-0.96496265	4	1.3998893	-0.92556528	1.3998955	-0.92551983	1.75	1	0.43059492	0.43168363	0.43058944	0.43167179	0.99904041	-0.96496265	nan	nan	nan	nan	nan	0.99884668	-0.67529689	nan	nan	nan	nan	-8.5215825	R0:N6:S0:1	0.99884668	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:21
2L_4b_gen	-0.96581151	4	1.399469	-0.92736074	1.3994835	-0.92739655	1.75	1	0.43073582	0.43268043	0.43073812	0.43268914	0.99831304	-0.96581151	nan	nan	nan	nan	nan	0.99851573	-0.67562671	nan	nan	nan	nan	-8.5301899	R0:N6:S0:1	0.99851573	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:22
2L_4b_gen	-0.96430187	4	1.367098	-0.92100825	1.3671093	-0.92101868	1.75	1	0.42759764	0.43118562	0.42759629	0.4311848	0.99701133	-0.96430187	nan	nan	nan	nan	nan	0.99705005	-0.67397311	nan	nan	nan	nan	-8.5029324	R0:N6:S0:1	0.99705005	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:23

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	script	time	
2L_4b_gen	1.9541069	-0.96430187	0.41138819	4	1.367098	-0.92100825	1.3671093	-0.92101868	1.75	1	0.42759764	0.43118562	0.42759629	0.4311848	0.99701133	-0.96430187	nan	nan	nan	nan	nan	0.99705005	-0.67397311	nan	nan	nan	nan	-8.5029324	R0:N6:S0:1	0.99705005	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:23

model	E_kin	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	script	time	
2L_4b_gen	-0.9610742	4	1.3601542	-0.92505655	1.3600308	-0.924973	1.85	1	0.42756081	0.43081194	0.42753841	0.43079305	1.0023919	-0.9610742	nan	nan	nan	nan	nan	1.0047268	-0.67135902	nan	nan	nan	nan	-8.7190834	R0:N6:S0:1	1.0047268	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:24
2L_4b_gen	-0.96181567	4	1.3433689	-1.0021524	1.3433029	-1.0021039	1.85	1	0.43288479	0.4337235	0.43287014	0.43371774	0.99948651	-0.96181567	nan	nan	nan	nan	nan	1.00029	-0.67237889	nan	nan	nan	nan	-9.0311363	R0:N6:S0:1	1.00029	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:25
2L_4b_gen	-0.96697627	4	1.3327449	-1.0276993	1.3327615	-1.0277308	1.85	1	0.43448432	0.43483127	0.43448509	0.43483503	1.000152	-0.96697627	nan	nan	nan	nan	nan	0.99942818	-0.67580643	nan	nan	nan	nan	-9.1352172	R0:N6:S0:1	0.99942818	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:25
2L_4b_gen	-0.96526345	4	1.2976765	-0.93352074	1.2977202	-0.93351253	1.85	1	0.42824026	0.42373379	0.42823994	0.42373024	0.99886713	-0.96526345	nan	nan	nan	nan	nan	1.0000311	-0.67405214	nan	nan	nan	nan	-8.7504978	R0:N6:S0:1	1.0000311	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:26
2L_4b_gen	-0.96202406	4	1.2914095	-1.007898	1.2914117	-1.0078454	1.85	1	0.43039474	0.4320406	0.43039484	0.43203134	0.99945954	-0.96202406	nan	nan	nan	nan	nan	0.9994529	-0.6717847	nan	nan	nan	nan	-9.0536924	R0:N6:S0:1	0.9994529	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:27
2L_4b_gen	-0.96509086	4	1.3203113	-1.0341547	1.3201928	-1.0341623	1.85	1	0.43427777	0.43492645	0.43426679	0.43493031	0.99902998	-0.96509086	nan	nan	nan	nan	nan	0.99899067	-0.67515872	nan	nan	nan	nan	-9.1614452	R0:N6:S0:1	0.99899067	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:28
2L_4b_gen	-0.96586796	4	1.3262089	-1.0380849	1.3261989	-1.0380266	1.85	1	0.43524116	0.43549108	0.43523769	0.43548325	0.99893034	-0.96586796	nan	nan	nan	nan	nan	0.99893714	-0.67597662	nan	nan	nan	nan	-9.1778911	R0:N6:S0:1	0.99893714	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:29
2L_4b_gen	-0.96503813	4	1.3271973	-1.0411562	1.3272063	-1.0410817	1.85	1	0.43551966	0.43575539	0.4355157	0.43574601	0.99979999	-0.96503813	nan	nan	nan	nan	nan	0.99971244	-0.67526055	nan	nan	nan	nan	-9.1903569	R0:N6:S0:1	0.99971244	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:30
2L_4b_gen	-0.96431967	4	1.328426	-1.0427553	1.3280898	-1.0426698	1.85	1	0.43533344	0.43619338	0.43528005	0.43616455	0.99920663	-0.96431967	nan	nan	nan	nan	nan	0.9991719	-0.67470624	nan	nan	nan	nan	-9.1967762	R0:N6:S0:1	0.9991719	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:31
2L_4b_gen	-0.96498056	4	1.3292951	-1.0421389	1.3293817	-1.042171	1.85	1	0.43543301	0.43586729	0.43545243	0.43587631	0.99894423	-0.96498056	nan	nan	nan	nan	nan	0.99894066	-0.67516585	nan	nan	nan	nan	-9.1942621	R0:N6:S0:1	0.99894066	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:32
2L_4b_gen	-0.96603165	4	1.3278531	-1.0412494	1.3279532	-1.0413285	1.85	1	0.43561624	0.43581925	0.43563217	0.43583213	0.99896744	-0.96603165	nan	nan	nan	nan	nan	0.99897473	-0.67591791	nan	nan	nan	nan	-9.1907359	R0:N6:S0:1	0.99897473	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:33
2L_4b_gen	-0.9653522	4	1.3212282	-1.0392498	1.3212568	-1.039257	1.85	1	0.43497315	0.43562069	0.43497078	0.43562437	0.99893391	-0.9653522	nan	nan	nan	nan	nan	0.99885936	-0.67531308	nan	nan	nan	nan	-9.1829046	R0:N6:S0:1	0.99885936	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:34
2L_4b_gen	-0.9657943	4	1.326384	-1.0408915	1.3264376	-1.0409689	1.85	1	0.43554397	0.43574999	0.43555784	0.43576378	0.99859872	-0.9657943	nan	nan	nan	nan	nan	0.99853159	-0.67587729	nan	nan	nan	nan	-9.1897394	R0:N6:S0:1	0.99853159	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:35
2L_4b_gen	-0.96563728	4	1.3279087	-1.0404701	1.3278377	-1.0404356	1.85	1	0.43563714	0.43566775	0.43562626	0.43565706	0.99883994	-0.96563728	nan	nan	nan	nan	nan	0.99881833	-0.67581981	nan	nan	nan	nan	-9.1877367	R0:N6:S0:1	0.99881833	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:36
2L_4b_gen	-0.96511528	4	1.3274971	-1.0419147	1.3274152	-1.041875	1.85	1	0.43556889	0.43579473	0.43555359	0.43578551	0.99960517	-0.96511528	nan	nan	nan	nan	nan	0.99948111	-0.67537016	nan	nan	nan	nan	-9.1934908	R0:N6:S0:1	0.99948111	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:37
2L_4b_gen	-0.9669816	4	1.328918	-1.0419351	1.3287712	-1.0418255	1.85	1	0.4353306	0.43610253	0.43530315	0.43608574	0.99959033	-0.9669816	nan	nan	nan	nan	nan	0.99954069	-0.67704735	nan	nan	nan	nan	-9.1933406	R0:N6:S0:1	0.99954069	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:38
2L_4b_gen	-0.96601005	4	1.3281812	-1.0402053	1.3281733	-1.0402263	1.85	1	0.43538897	0.43604928	0.43538672	0.43605343	0.99901338	-0.96601005	nan	nan	nan	nan	nan	0.9990122	-0.67604192	nan	nan	nan	nan	-9.1869979	R0:N6:S0:1	0.9990122	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:39

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	script	time	
2L_4b_gen	2.1960701	-0.96601005	0.30903163	4	1.3281812	-1.0402053	1.3281733	-1.0402263	1.85	1	0.43538897	0.43604928	0.43538672	0.43605343	0.99901338	-0.96601005	nan	nan	nan	nan	nan	0.9990122	-0.67604192	nan	nan	nan	nan	-9.1869979	R0:N6:S0:1	0.9990122	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:39

model	E_kin	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	script	time	
2L_4b_gen	-0.9605578	4	1.3287473	-1.0408084	1.3281865	-1.0406312	2	1	0.43566013	0.43596092	0.43557035	0.43591147	1.0018709	-0.9605578	nan	nan	nan	nan	nan	1.0064991	-0.67107857	nan	nan	nan	nan	-9.489998	R0:N6:S0:1	1.0064991	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:40
2L_4b_gen	-0.9628648	4	1.2383296	-1.1487336	1.2383121	-1.1487937	2	1	0.4376725	0.43589489	0.437671	0.43589947	1.0002189	-0.9628648	nan	nan	nan	nan	nan	1.0015659	-0.67347823	nan	nan	nan	nan	-9.9219558	R0:N6:S0:1	1.0015659	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:41
2L_4b_gen	-0.96699734	4	1.20789	-1.1810555	1.2078732	-1.1810097	2	1	0.43785527	0.43671981	0.43785195	0.43670996	1.0003288	-0.96699734	nan	nan	nan	nan	nan	0.99992186	-0.67600951	nan	nan	nan	nan	-10.051957	R0:N6:S0:1	0.99992186	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:42
2L_4b_gen	-0.96356408	4	1.1806893	-1.1073116	1.180711	-1.1073006	2	1	0.43397746	0.42842061	0.43397463	0.42842112	0.9989674	-0.96356408	nan	nan	nan	nan	nan	1.0000405	-0.67249664	nan	nan	nan	nan	-9.7525111	R0:N6:S0:1	1.0000405	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:43
2L_4b_gen	-0.96262346	4	1.1708819	-1.1687139	1.1709613	-1.1687676	2	1	0.43453487	0.43433252	0.43454476	0.43434446	0.99922167	-0.96262346	nan	nan	nan	nan	nan	0.99931119	-0.67267336	nan	nan	nan	nan	-10.000862	R0:N6:S0:1	0.99931119	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:44
2L_4b_gen	-0.96744114	4	1.1932236	-1.1937956	1.193289	-1.1938816	2	1	0.43754709	0.43701835	0.4375565	0.43703343	0.99975282	-0.96744114	nan	nan	nan	nan	nan	0.99979034	-0.67728438	nan	nan	nan	nan	-10.103185	R0:N6:S0:1	0.99979034	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:44
2L_4b_gen	-0.96760883	4	1.1931302	-1.1977275	1.1932727	-1.1977671	2	1	0.43809571	0.43805189	0.43811265	0.43805347	1.0000388	-0.96760883	nan	nan	nan	nan	nan	1.0000589	-0.67745539	nan	nan	nan	nan	-10.120507	R0:N6:S0:1	1.0000589	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:45
2L_4b_gen	-0.96502205	4	1.1931168	-1.1994494	1.1932238	-1.1994854	2	1	0.43799819	0.43811704	0.43802065	0.43812634	0.99883087	-0.96502205	nan	nan	nan	nan	nan	0.99889075	-0.67502563	nan	nan	nan	nan	-10.127057	R0:N6:S0:1	0.99889075	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:46
2L_4b_gen	-0.96334142	4	1.191711	-1.1978745	1.1916374	-1.1977931	2	1	0.43807711	0.43743746	0.43805842	0.43742123	0.99887821	-0.96334142	nan	nan	nan	nan	nan	0.99891238	-0.67379952	nan	nan	nan	nan	-10.120204	R0:N6:S0:1	0.99891238	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:47
2L_4b_gen	-0.96324253	4	1.192897	-1.2009364	1.1928848	-1.2009712	2	1	0.43795038	0.43730835	0.43794942	0.43730945	0.99946925	-0.96324253	nan	nan	nan	nan	nan	0.99940326	-0.67368428	nan	nan	nan	nan	-10.131977	R0:N6:S0:1	0.99940326	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:48
2L_4b_gen	-0.96489404	4	1.1922389	-1.1991437	1.1923167	-1.1992084	2	1	0.43772864	0.43746883	0.43774181	0.43747942	0.99967346	-0.96489404	nan	nan	nan	nan	nan	0.99932191	-0.67411122	nan	nan	nan	nan	-10.124645	R0:N6:S0:1	0.99932191	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:49
2L_4b_gen	-0.96772188	4	1.1450405	-1.1250904	1.1450495	-1.1250923	2	1	0.43056394	0.42847254	0.43056359	0.4284714	0.99959522	-0.96772188	nan	nan	nan	nan	nan	0.99912187	-0.67565176	nan	nan	nan	nan	-9.8214234	R0:N6:S0:1	0.99912187	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:50
2L_4b_gen	-0.96754844	4	1.1697063	-1.1076553	1.1696708	-1.1076385	2	1	0.43353668	0.42821793	0.43352929	0.42820839	0.99931147	-0.96754844	nan	nan	nan	nan	nan	0.99991871	-0.67589076	nan	nan	nan	nan	-9.7541481	R0:N6:S0:1	0.99991871	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:51
2L_4b_gen	-0.96486975	4	1.1708378	-1.1457897	1.1708287	-1.1457771	2	1	0.4341759	0.43199114	0.43417133	0.43199137	0.99945072	-0.96486975	nan	nan	nan	nan	nan	1.0001685	-0.67380588	nan	nan	nan	nan	-9.9080898	R0:N6:S0:1	1.0001685	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:52
2L_4b_gen	-0.96773415	4	1.1443473	-1.1751644	1.1443698	-1.1751159	2	1	0.43191549	0.4342514	0.43191931	0.4342506	0.99852048	-0.96773415	nan	nan	nan	nan	nan	0.99833685	-0.67687164	nan	nan	nan	nan	-10.024761	R0:N6:S0:1	0.99833685	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:53
2L_4b_gen	-0.9679134	4	1.1812456	-1.1922984	1.1811254	-1.1921397	2	1	0.43732122	0.43675488	0.43730211	0.43672705	0.99854885	-0.9679134	nan	nan	nan	nan	nan	0.99853406	-0.67737606	nan	nan	nan	nan	-10.097611	R0:N6:S0:1	0.99853406	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:54
2L_4b_gen	-0.96758452	4	1.1885536	-1.1979957	1.1885282	-1.1979532	2	1	0.43829753	0.43744991	0.43829322	0.43744124	0.99933932	-0.96758452	nan	nan	nan	nan	nan	0.99927072	-0.67731842	nan	nan	nan	nan	-10.121343	R0:N6:S0:1	0.99927072	20a4d9d	v2.1.5	general_bath_1D.py	2023-07-27@15:55

