model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	distance	diff_hybrid	omegaH	script	time	
2L_4b_gen	-2.087395	-0.96556719	0.41206316	4	1.3655436	-0.59100073	1.3655857	-0.59101933	1.54	1	0.39365199	0.40718719	0.39365576	0.4071918	0.99976415	-0.96556719	0.10211001	0.094371065	1.9909031	0.0085127378	1.9097823	0.9982154	-0.67447451	-1.0648564	-0.14135062	-0.1368424	-1.0441136	-6.7271854	R0:N6:S0:1	0.9982154	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 2.68e-03	 0.00e+00	-2.0873950	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.0973965	-0.96555841	0.41232374	4	1.3708798	-0.60482068	1.3709435	-0.60482856	1.55	1	0.39572205	0.40840056	0.3957295	0.40840078	0.99979807	-0.96555841	0.10221814	0.094024332	1.990968	0.0084966685	1.9097267	0.99839218	-0.67452235	-1.0636121	-0.14103165	-0.13688971	-1.0449074	-6.8044111	R0:N6:S0:1	0.99839218	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 2.43e-03	 0.00e+00	-2.0973965	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.1073982	-0.96555727	0.41256782	4	1.3752401	-0.61856961	1.3753056	-0.61859303	1.56	1	0.39770376	0.4095557	0.39771146	0.40956138	0.99982401	-0.96555727	0.10231873	0.093722399	1.9910261	0.0084831543	1.9096695	0.99854941	-0.67456271	-1.0625593	-0.14074992	-0.13694462	-1.0456712	-6.8813483	R0:N6:S0:1	0.99854941	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 2.21e-03	 7.76e-10	-2.1073982	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.1173999	-0.96555953	0.41279703	4	1.3788048	-0.63228399	1.3788475	-0.63228808	1.57	1	0.39960116	0.41067327	0.39960911	0.41067568	0.99984972	-0.96555953	0.10241282	0.093452115	1.9910787	0.008471528	1.909613	0.99869233	-0.67459712	-1.0616345	-0.14049899	-0.13700419	-1.0463993	-6.9580137	R0:N6:S0:1	0.99869233	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 2.01e-03	 0.00e+00	-2.1173999	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.1274016	-0.96556605	0.41300948	4	1.3815397	-0.64591091	1.3814423	-0.64588793	1.58	1	0.40141575	0.41173876	0.40140065	0.41173254	0.99987291	-0.96556605	0.10249958	0.093214625	1.9911262	0.008461486	1.9095593	0.99881919	-0.67462716	-1.060847	-0.14027577	-0.13706452	-1.0470798	-7.0342413	R0:N6:S0:1	0.99881919	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.83e-03	 1.99e-08	-2.1274016	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.1374032	-0.96557705	0.41320906	4	1.3833595	-0.65943769	1.383269	-0.65941311	1.59	1	0.40313171	0.41275946	0.40311493	0.41274849	0.99989162	-0.96557705	0.10258052	0.093010906	1.991168	0.0084532611	1.9095036	0.99893209	-0.67465009	-1.0601991	-0.14008506	-0.13713033	-1.0477409	-7.1100565	R0:N6:S0:1	0.99893209	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.67e-03	 0.00e+00	-2.1374032	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.1474048	-0.96558907	0.41339794	4	1.3846044	-0.6728908	1.3846034	-0.6728887	1.6	1	0.40477367	0.41373548	0.40477349	0.41373514	0.99990846	-0.96558907	0.1026574	0.092823073	1.991207	0.0084458646	1.9094491	0.99903751	-0.67467052	-1.05961	-0.1399079	-0.13719646	-1.0483765	-7.1855668	R0:N6:S0:1	0.99903751	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.52e-03	 6.04e-10	-2.1474048	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.1574064	-0.96560287	0.41357511	4	1.3852192	-0.68625856	1.3851017	-0.68626848	1.61	1	0.4063435	0.41467329	0.40632948	0.41467419	0.99992314	-0.96560287	0.10272878	0.092655325	1.9912424	0.0084394307	1.9093982	0.99913232	-0.67468893	-1.059101	-0.1397494	-0.13726078	-1.0489682	-7.2606455	R0:N6:S0:1	0.99913232	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.39e-03	 1.27e-08	-2.1574064	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.1674079	-0.96561765	0.41374415	4	1.3853356	-0.6995405	1.3854057	-0.69955007	1.62	1	0.40785615	0.41557779	0.40786838	0.41558148	0.99993565	-0.96561765	0.10279681	0.092504291	1.991275	0.0084339805	1.9093461	0.99922028	-0.67470266	-1.0586582	-0.13960651	-0.13732906	-1.0495491	-7.3353143	R0:N6:S0:1	0.99922028	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.27e-03	 0.00e+00	-2.1674079	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.1774093	-0.96563656	0.41390124	4	1.384525	-0.71272738	1.3845746	-0.71272467	1.63	1	0.40925842	0.41643753	0.40926566	0.41644173	0.9999469	-0.96563656	0.10285918	0.09238036	1.9913031	0.0084295858	1.9092949	0.99929601	-0.67471309	-1.0583263	-0.1394888	-0.13739483	-1.050098	-7.4094941	R0:N6:S0:1	0.99929601	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.17e-03	 0.00e+00	-2.1774093	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.1874107	-0.96565407	0.4140484	4	1.3833796	-0.72585405	1.3833276	-0.72584628	1.64	1	0.41061537	0.41727182	0.41060865	0.41726981	0.99995671	-0.96565407	0.10291769	0.09226346	1.9913295	0.0084254694	1.909249	0.99936625	-0.67472321	-1.0580169	-0.13937887	-0.13745773	-1.0506053	-7.4833956	R0:N6:S0:1	0.99936625	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.07e-03	 5.11e-09	-2.1874107	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.197412	-0.96567287	0.41418893	4	1.3816232	-0.7388404	1.3817017	-0.73885879	1.65	1	0.41189036	0.41805791	0.41190303	0.41806788	0.99996529	-0.96567287	0.10297333	0.092160947	1.9913535	0.0084220043	1.9092014	0.99943104	-0.67473021	-1.057761	-0.1392811	-0.13752115	-1.0511051	-7.5567383	R0:N6:S0:1	0.99943104	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 9.82e-04	 0.00e+00	-2.1974120	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2074132	-0.96569032	0.41432401	4	1.3798026	-0.7518086	1.3797939	-0.75180156	1.66	1	0.41315606	0.41883907	0.41316003	0.41884061	0.99997319	-0.96569032	0.10302691	0.092059962	1.9913768	0.0084189129	1.9091575	0.99949346	-0.67473762	-1.0575068	-0.13918671	-0.13758385	-1.0515771	-7.6298785	R0:N6:S0:1	0.99949346	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 9.03e-04	 0.00e+00	-2.2074132	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2174144	-0.96571049	0.41444628	4	1.3771249	-0.76466094	1.3770649	-0.76464854	1.67	1	0.41432067	0.41957082	0.41431114	0.41956707	0.99997963	-0.96571049	0.10307479	0.091982289	1.9913965	0.0084163119	1.9091162	0.99954435	-0.67474205	-1.0573496	-0.13911202	-0.13764228	-1.0520125	-7.7025147	R0:N6:S0:1	0.99954435	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 8.30e-04	 8.23e-10	-2.2174144	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2274155	-0.96572977	0.41456603	4	1.3742017	-0.77743437	1.3742442	-0.77744435	1.68	1	0.4154413	0.42027942	0.41544698	0.42028264	0.99998553	-0.96572977	0.10312176	0.091906515	1.9914153	0.0084139034	1.9090745	0.99959493	-0.67474543	-1.057191	-0.13904068	-0.13770076	-1.0524441	-7.7748568	R0:N6:S0:1	0.99959493	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 7.64e-04	 0.00e+00	-2.2274155	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2374165	-0.96574893	0.41467712	4	1.3708005	-0.79008496	1.3708683	-0.7901039	1.69	1	0.41649793	0.42095254	0.41650779	0.42095587	0.9999906	-0.96574893	0.10316515	0.091840896	1.9914322	0.0084120102	1.9090352	0.99963986	-0.67474763	-1.057069	-0.13897915	-0.13775741	-1.0528463	-7.8466158	R0:N6:S0:1	0.99963986	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 7.04e-04	 3.21e-10	-2.2374165	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2474175	-0.96576711	0.41478369	4	1.3673575	-0.80274912	1.3672082	-0.80273419	1.7	1	0.41754669	0.42161774	0.41752682	0.42161187	0.99999545	-0.96576711	0.10320686	0.091774698	1.991449	0.0084100086	1.9090002	0.99968303	-0.67475178	-1.0569417	-0.13891602	-0.13781003	-1.0532211	-7.9183195	R0:N6:S0:1	0.99968303	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 6.49e-04	 0.00e+00	-2.2474175	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2574184	-0.96578688	0.41488277	4	1.3631184	-0.81524782	1.3631376	-0.81525053	1.71	1	0.41849035	0.42223521	0.41849265	0.42223598	0.99999902	-0.96578688	0.10324515	0.091726604	1.9914628	0.0084086007	1.9089631	0.99971946	-0.67475106	-1.0568845	-0.13887067	-0.13786323	-1.05359	-7.9893944	R0:N6:S0:1	0.99971946	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 5.99e-04	 9.03e-10	-2.2574184	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2674193	-0.96580553	0.41497667	4	1.3586864	-0.82766062	1.3586842	-0.82766455	1.72	1	0.41940115	0.42283116	0.41940027	0.42283062	1.0000025	-0.96580553	0.10328144	0.091679711	1.9914759	0.0084072867	1.9089292	0.99975397	-0.6747514	-1.0568254	-0.13882706	-0.13791305	-1.0539333	-8.0600475	R0:N6:S0:1	0.99975397	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 5.53e-04	 1.97e-10	-2.2674193	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2774201	-0.96582375	0.41506736	4	1.3541516	-0.84007494	1.3541107	-0.84007342	1.73	1	0.42029839	0.42341755	0.42029393	0.42341697	1.0000061	-0.96582375	0.10331653	0.091634653	1.9914887	0.0084060435	1.908897	0.99978677	-0.67475185	-1.0567726	-0.13878423	-0.13796199	-1.0542634	-8.1306783	R0:N6:S0:1	0.99978677	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 5.11e-04	 0.00e+00	-2.2774201	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2874209	-0.96584172	0.41515045	4	1.3490989	-0.8523757	1.3490819	-0.85237883	1.74	1	0.42112221	0.42397109	0.42112077	0.42396992	1.0000085	-0.96584172	0.1033484	0.091598689	1.9914998	0.0084049258	1.908867	0.99981479	-0.67475086	-1.0567512	-0.13875116	-0.13800747	-1.0545691	-8.2008105	R0:N6:S0:1	0.99981479	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 4.73e-04	 5.06e-09	-2.2874209	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.2974216	-0.96585958	0.41522914	4	1.3438314	-0.86460577	1.3438025	-0.86457693	1.75	1	0.42191789	0.42450626	0.42190979	0.42449501	1.0000104	-0.96585958	0.10337848	0.091567387	1.99151	0.0084040373	1.9088383	0.99984013	-0.67474934	-1.0567466	-0.13872209	-0.13805171	-1.0548599	-8.2705523	R0:N6:S0:1	0.99984013	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 4.38e-04	 0.00e+00	-2.2974216	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.3074223	-0.9658768	0.41530407	4	1.3382372	-0.87672628	1.3382015	-0.87670486	1.76	1	0.4226575	0.42500624	0.42265272	0.42500163	1.0000122	-0.9658768	0.1034071	0.091537978	1.9915195	0.0084032574	1.9088105	0.99986435	-0.67474808	-1.0567414	-0.13869412	-0.13809391	-1.0551381	-8.3398848	R0:N6:S0:1	0.99986435	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 4.05e-04	 0.00e+00	-2.3074223	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.317423	-0.96589397	0.41537413	4	1.3323719	-0.88876321	1.3323518	-0.88877989	1.77	1	0.42336147	0.42548594	0.42336025	0.42548819	1.0000132	-0.96589397	0.1034337	0.091514088	1.9915281	0.0084025553	1.9087846	0.99988533	-0.6747462	-1.0567569	-0.13867159	-0.13813407	-1.0553991	-8.4089105	R0:N6:S0:1	0.99988533	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 3.76e-04	 5.59e-10	-2.3174230	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.3274236	-0.96591038	0.41544232	4	1.326422	-0.90078729	1.3264626	-0.90081218	1.78	1	0.42405	0.42595617	0.42405936	0.4259646	1.0000144	-0.96591038	0.10345966	0.091490327	1.9915365	0.0084018815	1.9087593	0.999906	-0.67474419	-1.0567696	-0.13864881	-0.13817366	-1.0556541	-8.4778078	R0:N6:S0:1	0.999906	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 3.49e-04	 0.00e+00	-2.3274236	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.3374241	-0.96592633	0.41550357	4	1.3200211	-0.91266616	1.3199885	-0.91268359	1.79	1	0.42467084	0.4263919	0.42467207	0.4263985	1.0000155	-0.96592633	0.1034827	0.091472908	1.9915435	0.0084014392	1.9087364	0.99992289	-0.67474191	-1.0568011	-0.13863308	-0.13820965	-1.0558828	-8.5460222	R0:N6:S0:1	0.99992289	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 3.24e-04	 0.00e+00	-2.3374241	general_bath_1D.py	2023-07-27@09:45
2L_4b_gen	-2.3474246	-0.96594085	0.41555839	4	1.3134129	-0.92451326	1.3133526	-0.92449967	1.8	1	0.42526302	0.42681571	0.42525418	0.42680836	1.000016	-0.96594085	0.10350326	0.091458565	1.9915499	0.0084007331	1.9087176	0.99993664	-0.67473945	-1.0568423	-0.13862103	-0.13824138	-1.0560839	-8.6140265	R0:N6:S0:1	0.99993664	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 3.01e-04	 0.00e+00	-2.3474246	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.3574251	-0.96595606	0.41561278	4	1.3065212	-0.93623372	1.3066318	-0.93628299	1.81	1	0.42580999	0.42720289	0.42583183	0.42721503	1.0000161	-0.96595606	0.10352367	0.091447431	1.9915557	0.0084004539	1.908696	0.9999502	-0.67473582	-1.0568924	-0.13860982	-0.13827587	-1.0562948	-8.681686	R0:N6:S0:1	0.9999502	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 2.80e-04	 0.00e+00	-2.3574251	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.3674256	-0.96597076	0.41566393	4	1.299545	-0.9479164	1.2995998	-0.94793685	1.82	1	0.42634424	0.42758643	0.42635512	0.42759118	1.0000165	-0.96597076	0.10354269	0.091437602	1.9915611	0.0084001355	1.9086767	0.99996221	-0.67473296	-1.0569451	-0.13860094	-0.13830665	-1.0564875	-8.74898	R0:N6:S0:1	0.99996221	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 2.61e-04	 0.00e+00	-2.3674256	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.377426	-0.9659846	0.4157102	4	1.2924006	-0.95953276	1.2923072	-0.95954302	1.83	1	0.42685144	0.42794868	0.4268372	0.42794723	1.0000167	-0.9659846	0.10355985	0.091428553	1.9915663	0.0083996043	1.9086612	0.9999722	-0.67473137	-1.0569972	-0.13859173	-0.13833307	-1.0566556	-8.8160101	R0:N6:S0:1	0.9999722	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 2.43e-04	 0.00e+00	-2.3774260	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.3874264	-0.96599705	0.41575141	4	1.2849281	-0.97106239	1.2848962	-0.971034	1.84	1	0.42730664	0.42828023	0.42730056	0.42827607	1.0000162	-0.96599705	0.1035752	0.091422757	1.9915708	0.0083993297	1.9086461	0.99998049	-0.6747282	-1.0570563	-0.13858508	-0.13835994	-1.0568125	-8.8825881	R0:N6:S0:1	0.99998049	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 2.27e-04	 0.00e+00	-2.3874264	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.3974267	-0.96600871	0.41579128	4	1.2772783	-0.98243595	1.2773234	-0.98242058	1.85	1	0.42772886	0.42858612	0.42773878	0.42858602	1.0000159	-0.96600871	0.10359003	0.091417563	1.9915748	0.0083993645	1.9086304	0.99998892	-0.67472464	-1.0571111	-0.13858035	-0.13838753	-1.0569672	-8.9486118	R0:N6:S0:1	0.99998892	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 2.13e-04	 0.00e+00	-2.3974267	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4074271	-0.96602023	0.41582762	4	1.2695097	-0.99385112	1.2695203	-0.99386896	1.86	1	0.4281335	0.42889217	0.42814056	0.42889617	1.0000156	-0.96602023	0.10360336	0.091413219	1.9915785	0.0083988066	1.9086189	0.99999529	-0.67472256	-1.0571683	-0.13857674	-0.13840881	-1.0570993	-9.0148258	R0:N6:S0:1	0.99999529	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.99e-04	 0.00e+00	-2.4074271	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4174274	-0.96603136	0.41585921	4	1.2615658	-1.0051477	1.2613967	-1.0050404	1.87	1	0.42851518	0.42917389	0.42848613	0.42914932	1.0000149	-0.96603136	0.10361484	0.091412697	1.9915818	0.0083987049	1.9086081	0.99999937	-0.6747201	-1.0572387	-0.13857496	-0.13842935	-1.057216	-9.0801982	R0:N6:S0:1	0.99999937	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.87e-04	 0.00e+00	-2.4174274	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4274277	-0.96604183	0.41588892	4	1.2532863	-1.0163122	1.2533298	-1.016323	1.88	1	0.42884004	0.42942063	0.42884681	0.42942039	1.000014	-0.96604183	0.10362567	0.091413983	1.9915844	0.0083984595	1.9085971	1.000003	-0.67471656	-1.0573099	-0.13857557	-0.13844993	-1.0573329	-9.145506	R0:N6:S0:1	1.000003	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.76e-04	 0.00e+00	-2.4274277	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4374279	-0.96605131	0.415915	4	1.244856	-1.0273677	1.2449098	-1.0273931	1.89	1	0.42913381	0.42964109	0.42913993	0.42964741	1.0000134	-0.96605131	0.1036351	0.091414131	1.9915869	0.0083981019	1.9085883	1.0000063	-0.67471466	-1.0573688	-0.13857379	-0.13846551	-1.0574306	-9.2101157	R0:N6:S0:1	1.0000063	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.67e-04	 0.00e+00	-2.4374279	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4474281	-0.96605906	0.41593776	4	1.2364145	-1.03841	1.2363571	-1.0383985	1.9	1	0.42942292	0.4298574	0.42941782	0.429856	1.0000126	-0.96605906	0.10364346	0.091412842	1.9915895	0.0083980386	1.9085817	1.0000089	-0.67471298	-1.0574188	-0.13857161	-0.13848212	-1.0575119	-9.2745503	R0:N6:S0:1	1.0000089	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.58e-04	 0.00e+00	-2.4474281	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4574283	-0.9660671	0.41595853	4	1.2277911	-1.0493712	1.2276867	-1.0493126	1.91	1	0.42968763	0.43005828	0.42967494	0.43004576	1.0000115	-0.9660671	0.10365094	0.091415398	1.9915915	0.0083981184	1.9085747	1.0000101	-0.67471033	-1.0574832	-0.13857293	-0.13849836	-1.0575907	-9.3386165	R0:N6:S0:1	1.0000101	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.50e-04	 0.00e+00	-2.4574283	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4674285	-0.9660746	0.41597495	4	1.2188916	-1.0601671	1.2188384	-1.0601161	1.92	1	0.42990595	0.43021942	0.42989125	0.4302082	1.0000103	-0.9660746	0.10365679	0.091419412	1.9915932	0.0083978001	1.9085698	1.0000099	-0.67470854	-1.0575473	-0.13857359	-0.1385089	-1.057653	-9.4020797	R0:N6:S0:1	1.0000099	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.43e-04	 0.00e+00	-2.4674285	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4774287	-0.96608038	0.41599063	4	1.2098891	-1.0708153	1.2099181	-1.0708612	1.93	1	0.43009628	0.43035484	0.43010368	0.43036186	1.0000093	-0.96608038	0.10366261	0.091420412	1.9915947	0.0083979827	1.9085642	1.0000113	-0.67470652	-1.05759	-0.13857332	-0.13852298	-1.0577148	-9.4651045	R0:N6:S0:1	1.0000113	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.37e-04	 0.00e+00	-2.4774287	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4874288	-0.96608597	0.41600379	4	1.2008085	-1.0815358	1.2008479	-1.0815425	1.94	1	0.4302772	0.43049548	0.4302851	0.43049833	1.0000083	-0.96608597	0.10366733	0.091423085	1.9915962	0.0083978771	1.9085604	1.0000112	-0.67470475	-1.0576399	-0.13857389	-0.13853316	-1.0577642	-9.5281282	R0:N6:S0:1	1.0000112	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.32e-04	 0.00e+00	-2.4874288	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.4974289	-0.96608989	0.41601196	4	1.1915313	-1.0920361	1.1915341	-1.0920567	1.95	1	0.4304216	0.43059509	0.43042542	0.43059612	1.000007	-0.96608989	0.10367031	0.091425412	1.9915973	0.0083979669	1.9085591	1.0000101	-0.6747037	-1.0576803	-0.13857385	-0.1385418	-1.0577926	-9.5903236	R0:N6:S0:1	1.0000101	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.28e-04	 0.00e+00	-2.4974289	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.507429	-0.96609467	0.41601972	4	1.1821461	-1.1025212	1.1821468	-1.1025552	1.96	1	0.4305526	0.43068629	0.43055378	0.43069069	1.0000055	-0.96609467	0.10367304	0.091430269	1.9915983	0.0083980021	1.9085572	1.0000082	-0.67470249	-1.0577319	-0.13857465	-0.13854933	-1.0578227	-9.6524487	R0:N6:S0:1	1.0000082	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.24e-04	 0.00e+00	-2.5074290	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.5174291	-0.96609702	0.416024	4	1.1725572	-1.1127954	1.1726118	-1.112878	1.97	1	0.4306397	0.43073408	0.43065274	0.43075085	1.0000042	-0.96609702	0.10367472	0.091432899	1.9915991	0.0083982592	1.908556	1.0000069	-0.67470163	-1.0577634	-0.13857307	-0.13855644	-1.0578413	-9.7137456	R0:N6:S0:1	1.0000069	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.22e-04	 0.00e+00	-2.5174291	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.5274291	-0.96609803	0.4160267	4	1.162959	-1.1230715	1.1629581	-1.1230883	1.98	1	0.4307232	0.43078417	0.43072547	0.43078839	1.0000026	-0.96609803	0.10367577	0.091435049	1.9915999	0.0083985122	1.9085557	1.0000054	-0.67470094	-1.0577906	-0.13857195	-0.13856197	-1.0578513	-9.7748021	R0:N6:S0:1	1.0000054	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.20e-04	 0.00e+00	-2.5274291	general_bath_1D.py	2023-07-27@09:46
2L_4b_gen	-2.5374291	-0.96609786	0.41602428	4	1.1531417	-1.1331864	1.1531001	-1.1331215	1.99	1	0.43076992	0.43079586	0.43076244	0.43078584	1.000001	-0.96609786	0.10367502	0.091438193	1.9916005	0.0083989666	1.9085574	1.0000025	-0.67470044	-1.0578158	-0.1385698	-0.13856626	-1.057843	-9.83513	R0:N6:S0:1	1.0000025	20a4d9d	v2.1.5	Y	15	sharp_wc_2.0_b_25	 1.19e-04	 0.00e+00	-2.5374291	general_bath_1D.py	2023-07-27@09:46
